Title,Abstract,Authors,digitalObjectIdentifier,research tool
Development of Spatial Abilities of Preadolescents: What Works?,"Creation in space and perception of spatial relations are important workplace skills that can be successfully developed in public education through the cooperation of art education, mathematics, and technology, the STEAM model that has been successfully employed in higher education. In a longitudinal school-based experiment, we enhanced the spatial skills of preadolescents through a STEAM-based educational programme. To design our methods of intervention in mathematics, visual arts, and information technology, we used the structure of spatial skills identified in previous studies. Developmental methods involved two- and three-dimensional visualisation tasks in real-life and virtual learning environments. We employed a pre- and post-hoc assessment design using a spatial ability task sequence standardised in Hungary that proved to be valid for assessing Slovak students as well. Authentic assessment tasks included real-life situations when visualisations of spatial relations were used for orientation and creation. Pre-test results showed significant differences between school classes: we identified high achievers and middle-to-low achievers. Our developmental programme was aimed at personalised talent development in the high-achieving classes and the general improvement of the performance of low achievers, raising insufficient pre-test results to an average post-test performance.","Szabó, Tibor;Babály, Bernadett;Pataiová, Helena;Kárpáti, Andrea",10.3390/educsci13030312,ProQuest
Superelastic 3D Assembled Clay/Graphene Aerogels for Continuous Solar Desalination and Oil/Organic Solvent Absorption,"Superelastic, arbitrary-shaped, and 3D assembled clay/graphene aerogels (CGAs) are fabricated using commercial foam as sacrificial skeleton. The CGAs possess superelasticity under compressive strain of 95% and compressive stress of 0.09–0.23&#xa0;MPa. The use of clay as skeletal support significantly reduces the use of graphene by 50%. The hydrophobic CGAs show high solvent absorption capacity of 186–519 times its own weight. Moreover, both the compression and combustion methods can be adopted for reusing the CGAs. In particular, it is demonstrated a design of 3D assembled hydrophilic CGA equipped with salt collection system for continuous solar desalination. Due to energy recovery and brine transport management promoted by this design, the 3D assembled CGA system exhibits an extremely high evaporation rate of 4.11&#xa0;kg&#xa0;m −2 &#xa0;h −1 and excellent salt-resistant property without salt precipitation even in 20&#xa0;wt% brine for continuous 36&#xa0;h illumination (1&#xa0;kW&#xa0;m −2 ), which is the best reported result from the solar desalination devices. More importantly, salts can be collected conveniently by squeezing and drying the solution out of the salt collection system. The work provides new insights into the design of 3D assembled CGAs and advances their applications in continuous solar desalination and efficient oil/organic solvent adsorption.","Ding, Meichun;Lu, Hao;Sun, Yongbin;He, Yujian;Yu, Jiahui;Kong, Huijun;Shao, Changxiang;Chen-Yang, Liu;Li, Chenwei",10.1002/advs.202205202,ProQuest
Selection of working fluids for solar organic Rankine cycle—A review,"The performance of renewable energy systems can be significantly improved if power is produced from low‐temperature heat sources. The organic Rankine cycle (ORC) is suitable for producing power from low‐temperature heat sources. ORC finds applications alongside solar power, geothermal power, waste heat and biomass. ORC‐enabled systems can contribute significantly to raising the effectiveness of renewable power sources. Solar power, for example, can deliver affordable electricity to remote locations and small industries. By employing ORC, power generation is possible at lower temperatures on cloudy days. Its main difference from the steam Rankine cycle is its working fluid. The ORC makes use of an organic, high molecular mass fluid as the working fluid. Compared to steam Rankine cycles, ORC works at a lower temperature (&lt;250°C) and pressure. The only working fluid in the steam Rankine cycle is water, but the ORC can operate on hundreds of different working fluids. The design and performance of ORC systems are entirely dependent upon the suitable working fluid and, hence identification of the working fluid for ORCs is of utmost importance for diverse applications. Properties of working fluid have a considerable impact on the efficiency of the system. The main objective of this study is to identify the most suitable organic fluids having characteristics necessary for use in solar ORCs. In addition, a detailed review of the various types of heat transfer fluids now available in the market that are often used in ORC systems was conducted. This research assists in selecting the most appropriate organic fluids for various solar ORC applications in terms of operating circumstances.","Arjunan, Pradeep;Joselin Herbert Gnana Muthu;Suresh Lal Somanasari Radha;Suryan, Abhilash",10.1002/er.7723,ProQuest
The promising solar‐powered water purification based on graphene functional architectures,"Solar‐powered water purification is able to gain freshwater from nonedible water by harnessing inexhaustible and pollution‐free sunlight energy, which is undergoing booming development to address the global water shortage. Due to the fascinating properties, numerous graphene‐based materials were devoted to the solar‐powered system from interfacial solar‐steam generation, towards solar pollutants degradation and even atmospheric water harvesting. Therefore, manipulations on graphene including chemical regulation and structural engineering were first introduced in this review, followed by the recent advancements in three main aspects of graphene‐based solar‐powered water purification concerning rapid steam generation, efficient pollutants degradation and significant atmospheric water harvesting. And the relationships between the designs of the materials with water purification performances were discussed in detail. Finally, a summary of challenges as well as the corresponding possible solutions were also suggested, aiming to provide scientific and technical inspirations to the flourishing solar‐powered water purification based on graphene functional architectures","Hu, Yajie;Houze Yao;Liao, Qihua;Lin, Tengyu;Cheng, Huhu;Qu, Liangti",10.1002/eom2.12205,ProQuest
The potential of citizen science data to complement satellite and airborne lidar tree height measurements: lessons from The GLOBE Program,"The Global Learning and Observations to Benefit the Environment (GLOBE) Program is an international science, citizen science, and education program through which volunteers in participating countries collect environmental data in support of Earth system science. Using the program’s software application, GLOBE Observer (GO), volunteers measure tree height and optional tree circumference, which may support the interpretation of NASA and other space-based satellite data such as tree height data from the Ice, Cloud, and land Elevation Satellite-2 (ICESat-2) and Global Ecosystem Dynamics Investigation instrument. This paper describes tree heights data collected through the GO application and identifies sources of error in data collection. We also illustrate how the ground-based citizen science data collected in the GO application can be used in conjunction with ICESat-2 tree height observations from two locations in the United States: Grand Mesa, Colorado, and Greenbelt, Maryland. Initial analyses indicate that data location accuracy and the scientific relevance of data density should be considered in order to align GLOBE tree height data with satellite-based data collections. These recommendations are intended to inform the improved implementation of citizen science environmental data collection in scientific work and to document a use case of the GLOBE Trees data for the science research community.","Enterkine, Josh;Campbell, Brian A;Kohl, Holli;Glenn, Nancy F;Weaver, Kristen;Overoye, David;Danke, Deanna",10.1088/1748-9326/ac77a2,ProQuest
IoT with a Soft Touch: A Modular Remote Sensing Platform for STE(A)M Applications,"Besides wide attraction in the industry, IoT is being used to advance STEM and STEAM education across a range of education levels. This work presents a remote sensing platform, named IoT with a Soft Touch, developed to achieve two goals. First, it aims to lower the technicality, stimulating the students to do STE(A)M. Second, the technology is to be used in `softer' applications (e.g., environmental and health care), thereby aiming to attract a more diverse set of student profiles. Students can easily build a wireless sensing device, with a specific application in mind. The modular design of the platform and an intuitive graphical configurator tool allows them to tailor the device's functionality to their needs. The sensor's data is transmitted wirelessly with LoRaWAN. The data can be viewed and analyzed on a dashboard, or the raw data can be extracted for further processing, e.g., as part of the school's STE(A)M curriculum. This work elaborates on the low-power and modular design challenges, and how the platform is used in education.","Jona Cappelle;Ottoy, Geoffrey;Goossens, Sarah;Deprez, Hanne;Jarne Van Mulders;Leenders, Guus;Callebaut, Gilles",,ProQuest
Influence of different ratio of CO<sub>2</sub>/N<sub>2</sub> and foaming additives on supercritical foaming of expanded thermoplastic polyurethane,"Expanded thermoplastic polyurethane (ETPU) foam materials with superelasticity for footwear application were developed and investigated. ETPU foams with different ratios of CO 2 /N 2 as foaming agents and ETPU foams prepared by pure nitrogen foaming with different kinds of foaming additives were prepared by supercritical (Sc) foaming technology, which further made into sheet forms through the steam molding process. TPU foam exhibits better cell structure, crystallization performance, and mechanical strength with the increased CO 2 proportion. Further, the foams using 25% CO 2 -75% N 2 and 50% CO 2 -50% N 2 , showed a lower density and excellent resilience and cyclic-compression performance. However, an increase of N 2 ratio improves the dimensional stability and compression set of the foam. The introduction of foaming aids enhances the interaction between Sc-N 2 and TPU. The ETPU foam prepared under the same conditions has a smaller density and a larger expansion ratio. Especially the ETPU foam prepared by Sc-N 2 using monofluorodichloroethane as the foaming assistant as a co-blowing agent, the decrease in cell size (from 117.9 to 19.6 p.m) and density (from 0.175 to 0.139 g/cm 3 ) has observed. The study revealed the high potential of these materials in footwear applications and offered sound evidence for mass production in the industry.","Zhong, Wei Peng;Yu, Zhen;Zhu, Tongyu;Zhao, Yongxian;Phule, Ajit Dattatray;Zhang, Zhen Xiu",10.3144/expresspolymlett.2022.24,ProQuest
Study on the reaction performance of Ce‐doped NiFe<sub>2</sub>O<sub>4</sub> oxygen carriers in the process of chemical looping hydrogen production,"Chemical looping hydrogen production is a kind of hydrogen production technology with great potential. NiFe 2 O 4 is one of the oxygen carriers with the best comprehensive hydrogen production performance, but the oxygen carrier still has the disadvantages of low hydrogen production and poor reaction stability. In this paper, a small amount of Ce was doped in the oxygen carrier to improve the hydrogen production efficiency. And the reaction stability of the oxygen carrier was improved by loading an inert carrier. The experimental results showed that the 6 wt% Ce‐NiFe 2 O 4 oxygen carrier had the highest H 2 yield, and the hydrogen yield per unit mass of oxygen carrier was increased from 194 to 367 mL/g. Thermodynamic simulation and characterization results showed that the doping of Ce could enhance the oxygen release capacity and hydrogen production capacity. In the cyclic experiment, due to the damage of the oxygen carrier spinel structure and the sintering of oxygen carrier particles, the reaction activity of the 6 wt% Ce‐NiFe 2 O 4 oxygen carrier gradually reduced and the hydrogen production in the steam reactor decreased significantly after 15 cycles. After the loading of Al 2 O 3 inert support on the 6 wt% Ce‐NiFe 2 O 4 oxygen carrier, the hydrogen production was greatly improved and remained stable after 15 cycles. The modification of the oxygen carrier could not only increase the hydrogen production but also the economic efficiency for the reduced amount of Ce and Ni.","Gao, Jie;Ge Pu;Wang, Pengcheng;Yuan, Cong;Jia, Shuaihui",10.1002/er.7346,ProQuest
"Article Review: Integration of Science, Technology, Entrepreneurship in Learning Science through Bibliometric Analysis","Today, science is often regarded as a discipline that is more theoretical and less applicable. It is not clear how science works in society. The problems examined in this literature review are how the development of research on the integration of science, technology, and entrepreneurship in science learning in addition to how bibliometric networks and learning research trends integrate science, technology, and entrepreneurship. The search for articles using the Publish or Perish software was carried out on December 18, 2020. The data generated was in the form of metadata extracted from Google Scholar and Scopus through the API key, with the keyword science learning, STS, STEM, STEAM, and entrepreneurship from 2015-2020. As the result, 851 article was downloaded with their metadata which is stored in ris and tidied up in the delay. The data that has been obtained is excluded from proceedings, theses, book chapters, modules, theses, reports, and comments. Visualization with VOSviewer is carried out in three visualizations, namely network, overlay, and density. The results of the analysis show that the dominant topics are educational technology and environmental science. Research trends in 2020 are PjBL, entrepreneurship, and STEM. The less researched topics are the relationship between learning outcomes and entrepreneurship, and science technology.","Jumini, Sri;Madnasri, Sutikno;Cahyono, Edy;Parmin, P.",,ProQuest
"""From Atoms to Stars"": An Interactive Theatre Play Based on 'The Little Prince' Novella to Describe Spatial Thinking","The implementation of theatre as a didactic tool for teaching science provides a new perspective on the importance of interdisciplinary approaches in the construction of meaningful learning experiences. Gamification and collaborative work are functional strategies to teach scientific concepts in a creative way. However, there are still conceptual issues about spatial thinking that are difficult for students to understand owing to the lack of visualization of objects and their development through a characteristic chronicle. Here we show an innovative way to unifying science, technology, engineering, arts and mathematics (STEAM) careers through the development of an interactive theatrical play inspired by ""The Little Prince"" novella, to promote a culture of integration of science, theatre and literature. One of the more significant findings to emerge from this study is that the didactic strategies used are key ingredients in order to design an unique theatre play based on a link between history of atomic models and literature towards full understanding of spatial macroscales and microscales thinking. Due to the successful in the qualitative assessment results, we are devising to continue exploring the use of these didactic strategies to achieve an integrated and greater impact on students' learning processes.","Acuña-Umaña, K.;Gómez-Quirós, Carla;Herrera-Sancho, Oscar Andrey",10.1088/1361-6552/ac6eb5,ProQuest
Towards Closing STEAM Diversity Gaps: A Grey Review of Existing Initiatives,"Although STEAM (science, technology, engineering, art, and math) and student-centered instruction are growing rapidly in popularity, their reach is not adequately distributed across diversity groups (including individuals of different genders, economic backgrounds, immigrant backgrounds, abilities, and races, among other characteristics). The CreaSTEAM project intends to address diversity gaps by developing STEAM-Labs, student-centered spaces that combine components of fab labs, media labs, and user labs to specifically target diversity gaps. This paper carried out an informal PRISMA systematic review of a collection of 124 worldwide STEAM diversity initiatives to gather data on existing best practices that will be used in the STEAM-Labs. The review studied the geographic distributions, organizational structures, founding years, and activity offerings of the initiatives, along with the dataset’s overall STEAM content area prevalence and diversity target area prevalence. STEM was the most common approach, and gender was the most common diversity target area. Since 2010 initiative creation has increased, with most growth in gender-focused initiatives.","Hasti, Henry;Amo-Filva, Daniel;Fonseca, David;Verdugo-Castro, Sonia;García-Holgado, Alicia;García-Peñalvo, Francisco José",10.3390/app122412666,ProQuest
Math Learning in a Science Museum—Proposal for a Workshop Design Based on STEAM Strategy to Learn Mathematics. The Case of the Cryptography Workshop,"In mathematics teaching, great efforts are made, and diverse teaching strategies are employed in order to facilitate students’ learning process. Informal environments have proven to be conducive and motivating spaces for science learning. In particular, science museums can be used as a complement and collaborate in order to leverage each of their strengths to motivate mathematics learning. Educational models give a global explanation to the learning process. Taking into account all these aspects and considering van Hiele’s model as didactic reference, we propose the design of a general workshop that has among its objectives the learning of mathematics. To do this, we start from the three main elements and processes set forth in van Hiele’s model: insight, reasoning levels and learning phases. The insight or student’s competence are formulated through Hoffer’s abilities, and for the development of the activities of the learning phases, the STEAM (science, technology, engineering, art and maths) strategy. Once the general proposal has been made, we use it to design a scientific workshop for learning mathematics about cryptography. Our greatest challenge was in generating activities adapted to the established requirements. It would be interesting, for future works, to design research to evaluate the effectiveness of the proposal presented. Moreover, it would be interesting to develop a proposal for assessing student learning.","Roldán-Zafra, Juan;Perea, Carmen",10.3390/math10224335,ProQuest
Nanocomposite-Enhanced Efficient Evaporation System for Solar-Driven Seawater Desalination—An Optimized Design for Clean Water Production,"Solar-driven evaporation is a promising technology for desalinating seawater and wastewater without mechanical or electrical energy. The approaches to obtaining fresh water with higher evaporation efficiency are essential to address the water-scarcity issue in remote sensing areas. Herein, we report a highly efficient solar evaporator derived from the nanocomposite of anatase TiO 2 /activated carbon (TiO 2 /AC), which was coated on washable cotton fabric using the dip-dry technique for solar water evaporation. The ultra-black fabric offers enhanced solar absorption (93.03%), hydrophilic water transport, and an efficient evaporation rate of 1.65 kg/m 2 h under 1 kW m −2 or one sun solar intensity. More importantly, the sideways water channels and centralized thermal insulation of the designed TiO 2 /AC solar evaporator accumulated photothermal heat at the liquid and air interface along with an enhanced surface temperature of 40.98 °C under one sun. The fabricated solar evaporator desalinated seawater (3.5 wt%) without affecting the evaporation rates, and the collected condensed water met the standard of drinking water set by the World Health Organization (WHO). This approach eventually enabled the engineering design groups to develop the technology pathways as well as optimum conditions for low-cost, scalable, efficient, and sustainable solar-driven steam generators to cope with global water scarcity.","Zhou, Wei;Muhammad Sultan Irshad;Arshad, Naila;Noureen, Laila;Ahmed, Iftikhar;Mushtaq, Naveed;Muhammad Sohail Asghar;Hayat, Qaisar;Ghazanfar, Uzma;Idrees, Muhammad;Naeem Shahzad;Lu, Yuzheng",10.3390/nano12193296,ProQuest
